,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,has_basement,attached_garage,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale,log_gr_liv_area,log_total_bsmt_sf,sqrt_gr_liv_area,inter_qual_rl,inter_qual_fv,inter_area_fv,fireplaces,str_gravel,commercial,regular_lot,ir2_lot,qual_bsmt_sf,square_overall_qual
483,8,1999,0.0,0.0,260.0,3,1.0,1462.0,1513,2,3,521.0,1,220000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.321849713788356,7.287567480231612,38.897300677553446,8,0,0.0,1,0.0,0.0,1.0,0.0,11696.0,64
484,5,1967,0.0,0.0,0.0,3,0.0,949.0,1107,1,3,308.0,1,127000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.009408932708637,6.855419335962208,33.27160951922825,5,0,0.0,0,0.0,0.0,1.0,0.0,4745.0,25
485,5,1955,0.0,0.0,0.0,3,0.0,0.0,827,1,2,392.0,1,107500,0,0.0,0,1,0,0,0,0,0,0,0,0,6.717804695023691,-4.605170185988091,28.75760768909681,5,0,0.0,1,0.0,0.0,1.0,0.0,0.0,25
486,6,1914,0.0,0.0,0.0,3,0.0,742.0,1484,2,2,0.0,1,128000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.302496423727326,6.609362720165514,38.52272056851645,0,0,0.0,1,0.0,0.0,1.0,0.0,4452.0,36
487,5,1925,0.0,0.0,0.0,3,0.0,680.0,764,1,2,504.0,0,73000,1,0.0,0,0,1,0,0,1,0,0,0,0,6.638567789166521,6.522107503944375,27.640549922170507,0,0,0.0,0,0.0,0.0,0.0,0.0,3400.0,25
488,9,2003,1.0,0.0,562.0,3,1.0,1792.0,1792,2,4,874.0,1,374000,1,1.0,0,1,0,0,1,0,0,0,1,0,7.491087593534876,7.491093173876449,42.33202097703345,9,0,0.0,1,0.0,0.0,0.0,0.0,16128.0,81
489,8,2001,0.0,0.0,1110.0,3,0.0,1479.0,2649,2,3,746.0,1,421250,1,1.0,0,1,0,0,0,0,0,0,1,0,7.88193748927207,7.299128224013162,51.468436929831086,8,0,0.0,1,0.0,0.0,1.0,0.0,11832.0,64
490,6,1992,0.0,0.0,0.0,3,0.0,808.0,1593,2,2,389.0,1,178000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.373374309910049,6.694574434682134,39.91240408695021,6,0,0.0,1,0.0,0.0,0.0,0.0,4848.0,36
491,4,1972,0.0,0.0,0.0,3,0.0,1138.0,1181,2,2,588.0,1,137500,1,0.0,0,1,0,0,0,0,0,0,0,0,7.074116816197362,7.037036401993889,34.36568055487916,4,0,0.0,0,0.0,0.0,1.0,0.0,4552.0,16
492,8,1994,1.0,0.0,554.0,3,1.0,1986.0,1987,2,3,691.0,1,301500,1,1.0,0,1,0,0,0,0,0,1,0,0,7.594381242551817,7.593882879839168,44.57577817604534,8,0,0.0,1,0.0,0.0,0.0,0.0,15888.0,64
493,6,1935,0.0,0.0,0.0,3,0.0,583.0,1242,1,2,180.0,1,105000,1,0.0,0,1,0,0,0,1,0,0,0,0,7.124478262493424,6.368204338862049,35.24202037341219,6,0,0.0,1,0.0,0.0,1.0,0.0,3498.0,36
494,6,1968,1.0,0.0,203.0,3,0.0,976.0,976,1,3,504.0,1,157500,1,1.0,0,1,0,0,0,0,0,0,0,0,6.883462586413092,6.8834728322622425,31.240998703626616,6,0,0.0,1,0.0,0.0,1.0,0.0,5856.0,36
495,5,1901,0.0,0.0,0.0,3,0.0,969.0,1214,1,2,216.0,0,117000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.101675971619444,6.876274931754957,34.84250278036869,0,0,0.0,0,0.0,0.0,1.0,0.0,4845.0,25
496,5,1962,0.0,0.0,0.0,3,0.0,864.0,864,1,2,336.0,1,105000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138,5,0,0.0,0,0.0,0.0,1.0,0.0,4320.0,25
497,6,1936,0.0,0.0,0.0,3,0.0,1064.0,1639,1,2,240.0,1,115000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.40184157874383,6.969800068353664,40.48456495999432,6,0,0.0,0,0.0,0.0,1.0,0.0,6384.0,36
498,9,2008,0.0,0.0,302.0,3,0.0,1736.0,1736,2,4,834.0,1,360000,1,1.0,0,1,0,0,0,0,0,0,1,0,7.459338895220296,7.459344655572369,41.66533331199932,9,0,0.0,1,0.0,0.0,1.0,0.0,15624.0,81
499,5,1979,0.0,0.0,0.0,3,0.0,0.0,1535,2,2,400.0,1,118858,0,1.0,0,1,0,0,0,1,0,0,0,0,7.336285660021297,-4.605170185988091,39.179076048319466,5,0,0.0,0,0.0,0.0,1.0,0.0,0.0,25
500,6,1966,1.0,0.0,252.0,3,0.0,800.0,1632,1,3,484.0,1,173000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.397561535524052,6.684624227589803,40.39801975344831,6,0,0.0,0,0.0,0.0,1.0,0.0,4800.0,36
501,3,1890,0.0,0.0,0.0,3,0.0,630.0,725,1,2,320.0,1,78500,1,0.0,0,1,0,0,0,0,0,0,0,0,6.586171654854675,6.445735692275476,26.92582403567252,3,0,0.0,0,0.0,0.0,1.0,0.0,1890.0,9
502,7,2004,0.0,0.0,0.0,3,0.0,840.0,1720,2,3,440.0,1,183500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.450079569807499,6.733413796528403,41.47288270665544,7,0,0.0,1,0.0,0.0,0.0,0.0,5880.0,49
503,4,1953,0.0,0.0,0.0,3,0.0,936.0,936,1,2,576.0,1,93000,1,0.0,0,0,1,0,0,1,0,0,0,0,6.841615476477592,6.841626160181205,30.59411708155671,0,0,0.0,0,0.0,0.0,1.0,0.0,3744.0,16
504,8,2003,1.0,0.0,72.0,3,1.0,1406.0,1589,2,3,630.0,1,226500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.370860166536716,7.248511184720851,39.8622628559895,8,0,0.0,1,0.0,0.0,1.0,0.0,11248.0,64
505,6,1993,0.0,0.0,0.0,3,0.0,799.0,1571,2,2,380.0,1,178000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.359467638255621,6.68337346133251,39.63584236521283,6,0,0.0,1,0.0,0.0,0.0,0.0,4794.0,36
506,7,2003,0.0,0.0,167.0,3,0.0,1453.0,1479,2,3,558.0,1,226000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.2991214627108,7.281392545859057,38.45776904605882,7,0,0.0,0,0.0,0.0,0.0,0.0,10171.0,49
507,5,1969,0.0,0.0,178.0,5,1.0,784.0,1632,1,2,898.0,1,173000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.397561535524052,6.664421775371103,40.39801975344831,5,0,0.0,1,0.0,0.0,0.0,0.0,3920.0,25
508,5,1965,0.0,0.0,0.0,3,0.0,864.0,864,1,2,360.0,1,62383,1,0.0,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138,5,0,0.0,1,0.0,0.0,0.0,0.0,4320.0,25
509,9,2008,1.0,0.0,268.0,3,0.0,1452.0,2713,2,4,858.0,1,446261,1,1.0,0,1,0,0,0,0,0,0,1,0,7.905810312658931,7.280704082413368,52.08646657242167,9,0,0.0,1,0.0,0.0,0.0,0.0,13068.0,81
510,7,1926,0.0,0.0,0.0,3,0.0,624.0,1479,1,3,312.0,1,160000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.2991214627108,6.436166393882044,38.45776904605882,7,0,0.0,2,0.0,0.0,1.0,0.0,4368.0,49
511,7,2004,1.0,0.0,24.0,3,0.0,1393.0,1576,2,3,668.0,1,219990,1,1.0,0,0,1,0,0,0,0,0,0,0,7.362645270417825,7.239222152504936,39.698866482558415,0,0,0.0,1,0.0,0.0,1.0,0.0,9751.0,49
512,7,1999,0.0,0.0,125.0,3,0.0,1468.0,1479,2,3,577.0,1,191000,1,1.0,0,1,0,0,0,0,1,0,0,0,7.2991214627108,7.29166302114036,38.45776904605882,7,0,0.0,0,0.0,0.0,0.0,0.0,10276.0,49
513,5,1925,0.0,0.0,0.0,4,0.0,756.0,1060,1,2,308.0,1,136500,1,0.0,0,1,0,0,0,1,0,0,0,0,6.966024187106113,6.628054603605277,32.55764119219941,5,0,0.0,1,0.0,0.0,1.0,0.0,3780.0,25
514,4,1958,0.0,0.0,0.0,3,0.0,0.0,943,1,3,308.0,0,80000,0,0.0,0,1,0,0,0,0,1,0,0,0,6.849066282633458,-4.605170185988091,30.708305065568176,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16
515,7,1988,0.0,0.0,178.0,4,0.0,1204.0,2183,2,3,786.0,1,229000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.688455356549944,7.093412931482115,46.72258554489466,7,0,0.0,0,0.0,0.0,0.0,0.0,8428.0,49
516,7,1993,0.0,0.0,246.0,3,0.0,1050.0,1949,2,3,574.0,1,236000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.575071699507561,6.956554966915742,44.14748010928823,7,0,0.0,1,0.0,0.0,1.0,0.0,7350.0,49
517,10,2006,1.0,0.0,242.0,3,1.0,1824.0,1824,2,4,932.0,1,392000,1,1.0,1,1,0,0,1,0,0,0,0,0,7.508787170634276,7.508792653075388,42.708313008125245,10,0,0.0,1,0.0,0.0,0.0,0.0,18240.0,100
518,6,1927,0.0,0.0,0.0,3,0.0,720.0,1930,2,2,316.0,1,149000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.5652752818989315,6.57926510080254,43.93176527297759,0,0,0.0,0,0.0,0.0,1.0,0.0,4320.0,36
519,10,1998,0.0,0.0,0.0,3,0.0,970.0,2393,2,4,846.0,1,345000,1,1.0,0,0,0,1,0,0,0,0,0,0,7.780303087908373,6.877306380722639,48.91829923454004,0,10,48.91829923454004,1,0.0,0.0,0.0,0.0,9700.0,100
520,5,1900,1.0,0.0,0.0,4,0.0,716.0,2014,2,2,624.0,1,169000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.607878073278507,6.573694133343563,44.87761134463375,0,0,0.0,0,0.0,0.0,1.0,0.0,3580.0,25
521,4,1946,0.0,0.0,0.0,3,0.0,484.0,1242,1,2,336.0,0,109900,1,1.0,0,1,0,0,0,0,0,0,0,0,7.124478262493424,6.1821055676602175,35.24202037341219,4,0,0.0,0,0.0,0.0,1.0,0.0,1936.0,16
522,7,1993,0.0,0.0,94.0,3,0.0,996.0,2000,2,2,650.0,1,188000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.600902459542082,6.903757297694839,44.721359549995796,7,0,0.0,1,0.0,0.0,1.0,0.0,6972.0,49
523,6,1939,0.0,0.0,0.0,2,0.0,780.0,1412,1,2,280.0,1,132500,1,0.0,0,0,1,0,0,0,0,0,0,0,7.252762418053187,6.659306740114276,37.57658845611187,0,0,0.0,1,0.0,0.0,1.0,0.0,4680.0,36
524,5,1994,0.0,0.0,0.0,4,0.0,990.0,990,1,2,440.0,1,143000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.897704943128636,6.897715044087722,31.464265445104548,5,0,0.0,0,0.0,0.0,1.0,0.0,4950.0,25
525,5,1951,0.0,0.0,0.0,3,0.0,1342.0,1342,1,2,256.0,1,125000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.201916317531627,7.201923769068693,36.6333181680284,5,0,0.0,0,0.0,0.0,1.0,0.0,6710.0,25
526,9,2005,1.0,0.0,568.0,3,1.0,1868.0,1868,2,4,1085.0,1,415000,1,1.0,0,1,0,0,1,0,0,0,1,0,7.532623618788788,7.532628972093517,43.22036556994862,9,0,0.0,1,0.0,0.0,0.0,0.0,16812.0,81
527,4,1910,0.0,0.0,0.0,3,0.0,622.0,1363,1,2,528.0,1,125500,1,0.0,0,0,1,0,0,0,0,0,0,0,7.217443431696533,6.432956169780361,36.91882988394946,0,0,0.0,0,0.0,0.0,1.0,0.0,2488.0,16
528,6,1958,1.0,0.0,183.0,3,0.0,1240.0,1632,2,2,338.0,1,139000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.397561535524052,7.122874723082694,40.39801975344831,6,0,0.0,1,0.0,0.0,1.0,0.0,7440.0,36
529,10,2008,0.0,0.0,420.0,3,1.0,1722.0,2296,2,4,842.0,1,451950,1,1.0,0,1,0,0,0,0,0,0,1,0,7.738923757439457,7.451247492171744,47.916594202843754,10,0,0.0,1,0.0,0.0,0.0,0.0,17220.0,100
530,5,1959,1.0,0.0,74.0,3,0.0,1678.0,1678,2,2,0.0,1,119900,1,0.0,0,1,0,0,0,0,0,0,0,0,7.425357887027151,7.42536384648496,40.963398296528084,5,0,0.0,0,0.0,0.0,1.0,0.0,8390.0,25
531,8,2001,0.0,0.0,136.0,3,0.0,1267.0,1296,2,3,471.0,1,220000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.16703787691222,7.144415072949818,36.0,8,0,0.0,0,0.0,0.0,0.0,0.0,10136.0,64
532,6,1971,0.0,0.0,302.0,3,0.0,1587.0,1587,2,2,525.0,1,167300,1,1.0,0,1,0,0,0,0,0,0,0,0,7.369600720526409,7.369607021703784,39.83716857408418,6,0,0.0,1,0.0,0.0,1.0,0.0,9522.0,36
533,5,1941,0.0,0.0,0.0,3,0.0,720.0,1298,1,2,256.0,1,122000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.168579897264035,6.57926510080254,36.02776706930364,5,0,0.0,2,0.0,0.0,1.0,0.0,3600.0,25
534,5,1963,0.0,0.0,336.0,3,0.0,1728.0,1728,2,2,504.0,1,125000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.454719949364001,7.454725736384293,41.569219381653056,0,0,0.0,0,0.0,0.0,1.0,0.0,8640.0,25
535,5,1957,1.0,0.0,0.0,3,0.0,928.0,928,1,2,288.0,1,112500,1,1.0,0,0,1,0,0,0,0,0,0,0,6.833031732786201,6.833042508590211,30.463092423455635,0,0,0.0,0,0.0,0.0,1.0,0.0,4640.0,25
536,7,2005,0.0,0.0,0.0,3,1.0,879.0,1795,2,3,578.0,1,191000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.492760300922379,6.778796274184742,42.36744032862972,7,0,0.0,0,0.0,0.0,1.0,0.0,6153.0,49
537,6,1958,1.0,0.0,135.0,4,0.0,1080.0,1080,1,2,288.0,1,136000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.984716320118266,6.984725579334658,32.863353450309965,6,0,0.0,0,0.0,0.0,1.0,0.0,6480.0,36
538,7,1998,0.0,0.0,0.0,3,0.0,866.0,1779,2,3,546.0,1,197900,1,1.0,0,1,0,0,0,0,0,0,0,0,7.483806687665835,6.763896455839876,42.17819341792628,7,0,0.0,0,0.0,0.0,1.0,0.0,6062.0,49
539,6,1910,1.0,0.0,0.0,4,0.0,485.0,1635,1,3,255.0,1,117000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.399398083331354,6.184169509281625,40.43513323831146,0,0,0.0,0,0.0,0.0,1.0,0.0,2910.0,36
540,7,2006,0.0,0.0,84.0,3,0.0,1199.0,1220,2,3,632.0,1,194000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.106606137727303,7.0892514952763035,34.92849839314596,7,0,0.0,0,0.0,0.0,1.0,0.0,8393.0,49
541,9,2001,0.0,0.0,179.0,3,0.0,1310.0,1310,1,3,545.0,1,285000,1,1.0,0,0,0,1,0,0,0,0,0,0,7.177782416195197,7.177790049753848,36.193922141707716,0,9,36.193922141707716,1,0.0,0.0,0.0,0.0,11790.0,81
542,5,1940,0.0,0.0,0.0,4,0.0,644.0,1355,2,2,0.0,1,127500,1,0.0,0,1,0,0,0,0,0,0,0,0,7.2115567333138015,6.467714253934107,36.810324638611924,5,0,0.0,0,0.0,0.0,1.0,0.0,3220.0,25
543,7,1992,0.0,0.0,0.0,3,0.0,1095.0,2295,2,3,590.0,1,268000,1,1.0,0,1,0,0,0,0,1,1,0,0,7.738488122494646,6.998518774628992,47.90615826801394,7,0,0.0,1,0.0,0.0,0.0,0.0,7665.0,49
544,4,1900,0.0,0.0,0.0,3,0.0,1075.0,1798,2,2,342.0,0,137000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.494430215031565,6.980085242844078,42.40283009422838,0,0,0.0,0,0.0,0.0,1.0,0.0,4300.0,16
545,7,1967,0.0,0.0,0.0,3,0.0,1620.0,1620,2,3,578.0,1,215000,1,1.0,0,1,0,0,0,0,1,0,0,0,7.3901814282264295,7.390187601046884,40.24922359499622,7,0,0.0,1,0.0,0.0,0.0,0.0,11340.0,49
546,5,1955,1.0,0.0,0.0,3,0.0,1216.0,1216,1,2,336.0,1,129500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.103322062526113,7.103330286176509,34.87119154832539,5,0,0.0,0,0.0,0.0,1.0,0.0,6080.0,25
547,5,1936,0.0,0.0,0.0,3,0.0,896.0,1344,1,2,240.0,1,115000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.203405521083095,6.797951573626936,36.66060555964672,0,0,0.0,0,0.0,0.0,1.0,0.0,4480.0,25
548,5,1925,0.0,0.0,0.0,4,0.0,747.0,1159,1,2,288.0,0,114000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.055312843339752,6.616078571924071,34.044089061098404,5,0,0.0,0,0.0,0.0,1.0,0.0,3735.0,25
549,4,1966,0.0,0.0,0.0,3,0.0,1056.0,1056,1,2,384.0,1,107000,1,0.0,0,0,1,0,0,0,0,0,0,0,6.962243464266207,6.962252933918339,32.49615361854384,0,0,0.0,0,0.0,0.0,1.0,0.0,4224.0,16
550,5,1947,0.0,0.0,0.0,3,0.0,832.0,1216,1,2,336.0,1,118500,1,0.0,0,1,0,0,0,0,0,0,0,0,7.103322062526113,6.723844459979747,34.87119154832539,5,0,0.0,0,0.0,0.0,1.0,0.0,4160.0,25
551,6,1929,0.0,0.0,0.0,3,0.0,862.0,1158,1,2,208.0,1,120000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.05444965813294,6.759266871524477,34.02939905434711,0,0,0.0,1,0.0,0.0,1.0,0.0,5172.0,36
552,8,2005,0.0,0.0,148.0,3,0.0,1538.0,1538,2,3,484.0,1,260000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.338238150065589,7.338244651995037,39.21734310225516,8,0,0.0,0,0.0,0.0,1.0,0.0,12304.0,64
553,5,1959,1.0,0.0,150.0,3,0.0,1143.0,1143,1,2,308.0,1,136000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.04141166379481,7.041420412662926,33.80828300875393,5,0,0.0,0,0.0,0.0,0.0,0.0,5715.0,25
554,4,1971,0.0,0.0,0.0,3,0.0,858.0,872,1,2,480.0,1,123000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.77078942390898,6.754615754431698,29.5296461204668,4,0,0.0,0,0.0,0.0,1.0,0.0,3432.0,16
555,6,1920,0.0,0.0,0.0,2,0.0,319.0,1406,1,1,0.0,0,89500,1,0.0,0,0,1,0,0,0,0,0,0,0,7.2485040723706105,5.76522245025589,37.49666651850535,0,0,0.0,0,0.0,0.0,0.0,0.0,1914.0,36
556,6,2005,0.0,0.0,0.0,3,0.0,1324.0,1324,2,3,430.0,1,199500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.188412736496954,7.188420289338521,36.38681079732051,6,0,0.0,0,0.0,0.0,0.0,0.0,7944.0,36
557,5,1966,0.0,0.0,41.0,3,0.0,876.0,904,1,2,408.0,1,109900,1,1.0,0,1,0,0,0,0,0,0,0,0,6.806829360392176,6.775377506396349,30.066592756745816,5,0,0.0,0,0.0,0.0,0.0,0.0,4380.0,25
558,7,1926,0.0,0.0,0.0,3,0.0,1276.0,2080,1,3,282.0,1,234000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.640123172695364,7.1514933008646215,45.60701700396552,7,0,0.0,2,0.0,0.0,1.0,0.0,8932.0,49
559,6,2004,0.0,0.0,169.0,3,0.0,848.0,848,1,3,420.0,1,155900,1,1.0,0,0,1,0,0,0,0,0,0,0,6.742880635791903,6.742892428175203,29.120439557122072,0,0,0.0,1,0.0,0.0,1.0,0.0,5088.0,36
560,4,1957,0.0,0.0,0.0,3,0.0,1104.0,1788,1,2,304.0,1,161500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.488852955733459,7.006704284767032,42.28474902373195,4,0,0.0,2,0.0,0.0,1.0,0.0,4416.0,16
561,6,1958,0.0,0.0,541.0,3,0.0,819.0,1344,1,3,525.0,1,137500,1,0.0,0,1,0,0,0,0,1,0,0,0,7.203405521083095,6.708096293790738,36.66060555964672,6,0,0.0,1,0.0,0.0,0.0,0.0,4914.0,36
562,5,1910,0.0,0.0,0.0,2,0.0,840.0,2256,2,1,0.0,0,76500,1,0.0,0,0,1,0,0,0,0,0,0,0,7.721348612617949,6.733413796528403,47.49736834815167,0,0,0.0,0,0.0,0.0,1.0,0.0,4200.0,25
563,6,1988,0.0,0.0,268.0,3,0.0,1151.0,2060,2,2,521.0,1,211000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.630461261783627,7.048395096781448,45.387222871640866,6,0,0.0,1,0.0,0.0,0.0,0.0,6906.0,36
564,6,1998,0.0,0.0,0.0,3,0.0,1405.0,1337,2,3,511.0,1,181000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.198183577101943,7.24779969918024,36.565010597564445,0,0,0.0,0,0.0,0.0,1.0,0.0,8430.0,36
565,6,1966,0.0,0.0,183.0,3,1.0,1127.0,1165,1,2,490.0,1,174900,1,1.0,0,1,0,0,0,0,0,0,0,0,7.060476365999801,7.0273233871148735,34.132096331752024,6,0,0.0,0,0.0,0.0,1.0,0.0,6762.0,36
566,5,1966,0.0,0.0,97.0,3,0.0,1164.0,1320,1,2,564.0,1,164500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.1853870155804165,7.059626219319772,36.3318042491699,5,0,0.0,2,0.0,0.0,0.0,0.0,5820.0,25
567,7,2004,0.0,0.0,168.0,3,0.0,1517.0,1535,2,3,532.0,1,214000,1,1.0,0,1,0,0,0,0,0,0,1,0,7.336285660021297,7.324496571284617,39.179076048319466,7,0,0.0,0,0.0,0.0,0.0,0.0,10619.0,49
568,7,1980,0.0,0.0,280.0,3,0.0,738.0,2044,2,2,489.0,1,185000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.622663951323595,6.603957374644172,45.21061822182926,7,0,0.0,1,0.0,0.0,1.0,0.0,5166.0,49
569,4,1929,0.0,0.0,0.0,3,0.0,704.0,1136,1,2,336.0,1,123000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.035268599281097,6.556792560602613,33.704599092705436,0,0,0.0,0,0.0,0.0,1.0,0.0,2816.0,16
570,6,1979,0.0,0.0,0.0,3,0.0,1001.0,1299,2,3,486.0,1,183500,1,1.0,0,1,0,0,0,1,1,0,0,0,7.1693500166706,6.908764769275311,36.0416425818802,6,0,0.0,1,0.0,0.0,0.0,0.0,6006.0,36
571,8,1999,0.0,0.0,456.0,3,0.0,776.0,1441,2,3,492.0,1,174000,1,0.0,0,0,0,1,0,0,0,0,0,0,7.273092595999522,6.654165406698126,37.960505792204614,0,8,37.960505792204614,0,0.0,0.0,1.0,0.0,6208.0,64
572,5,1953,0.0,0.0,0.0,3,0.0,1073.0,1630,2,2,649.0,0,130000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.396335293800808,6.978223062251763,40.3732584763727,5,0,0.0,1,0.0,0.0,0.0,0.0,5365.0,25
573,7,1925,0.0,0.0,0.0,3,0.0,728.0,1641,1,4,546.0,1,178000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.403061091090091,6.590314784366081,40.50925820105819,0,0,0.0,1,0.0,0.0,1.0,0.0,5096.0,49
574,5,1997,0.0,0.0,0.0,3,0.0,928.0,1629,2,2,482.0,1,189900,1,1.0,0,1,0,0,0,0,0,0,0,0,7.395721608602045,6.833042508590211,40.36087214122113,5,0,0.0,1,0.0,0.0,0.0,0.0,4640.0,25
575,6,2003,0.0,0.0,170.0,3,0.0,848.0,848,1,3,420.0,1,144000,1,1.0,0,0,1,0,0,0,0,0,0,0,6.742880635791903,6.742892428175203,29.120439557122072,0,0,0.0,0,0.0,0.0,1.0,0.0,5088.0,36
576,6,1930,0.0,0.0,0.0,4,0.0,816.0,816,1,2,432.0,1,120500,1,0.0,0,0,1,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714,0,0,0.0,0,0.0,0.0,1.0,0.0,4896.0,36
577,5,1994,0.0,0.0,0.0,3,0.0,1097.0,1097,1,2,672.0,1,145000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.00033446027523,7.0003435760039645,33.12099032335839,5,0,0.0,0,0.0,0.0,1.0,0.0,5485.0,25
578,8,2000,0.0,0.0,0.0,3,0.0,1494.0,1652,2,4,499.0,1,251000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.409741954080923,7.30921905911079,40.64480286580315,8,0,0.0,0,0.0,0.0,1.0,0.0,11952.0,64
579,4,1968,1.0,0.0,0.0,3,0.0,1768.0,1768,2,2,0.0,1,136500,1,0.0,0,1,0,0,0,0,0,0,0,0,7.477604243197589,7.47760989929019,42.04759208325728,4,0,0.0,0,0.0,0.0,1.0,0.0,7072.0,16
580,4,1955,0.0,0.0,58.0,3,0.0,0.0,1152,2,2,0.0,0,82500,0,0.0,0,1,0,0,0,0,0,0,0,0,7.049254841255837,-4.605170185988091,33.94112549695428,4,0,0.0,0,0.0,0.0,1.0,0.0,0.0,16
581,2,1910,0.0,0.0,0.0,2,0.0,0.0,810,1,2,280.0,0,57625,0,0.0,0,0,0,0,0,0,0,0,0,0,6.697034247666484,-4.605170185988091,28.460498941515414,0,0,0.0,0,1.0,0.0,1.0,0.0,0.0,4
582,7,2007,0.0,0.0,176.0,3,0.0,1350.0,1358,2,3,484.0,1,212500,1,1.0,0,1,0,0,0,0,0,0,1,0,7.213768308118642,7.207867278812448,36.851051545376556,7,0,0.0,1,0.0,0.0,0.0,0.0,9450.0,49
583,6,1998,1.0,0.0,116.0,3,0.0,1216.0,1216,2,2,402.0,1,164000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.103322062526113,7.103330286176509,34.87119154832539,0,0,0.0,0,0.0,0.0,1.0,0.0,7296.0,36
584,6,1957,0.0,0.0,327.0,3,0.0,967.0,1638,2,3,384.0,1,139000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.401231264413015,6.874208836661458,40.47221268969612,0,0,0.0,0,0.0,0.0,1.0,0.0,5802.0,36
585,7,1999,0.0,0.0,212.0,3,0.0,600.0,1252,2,3,462.0,1,160000,1,0.0,0,0,0,1,0,0,0,0,0,0,7.132497551660044,6.3969463217439255,35.38361202590826,0,7,35.38361202590826,0,0.0,0.0,1.0,0.0,4200.0,49
586,5,1992,0.0,0.0,0.0,3,0.0,828.0,883,1,2,698.0,1,149000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.78332520060396,6.719025231607016,29.715315916207253,5,0,0.0,1,0.0,0.0,1.0,0.0,4140.0,25
587,5,1968,0.0,0.0,0.0,3,0.0,864.0,874,1,2,288.0,1,130000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.773080375655535,6.76158434281115,29.563490998188964,5,0,0.0,0,0.0,0.0,1.0,0.0,4320.0,25
588,7,1921,0.0,0.0,0.0,3,0.0,576.0,1710,2,2,480.0,1,140000,1,0.0,0,0,1,0,0,1,0,0,0,0,7.444248649496705,6.3561250216563,41.352146256270665,0,0,0.0,0,0.0,0.0,0.0,0.0,4032.0,49
