,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,has_basement,attached_garage,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale
192,6,1977,0.0,0.0,0.0,3,1.0,1567.0,1567,2,3,714.0,1,196000,1,1.0,0,1,0,0,0,0,0,0,0,0
193,7,1976,0.0,0.0,189.0,3,0.0,1090.0,1370,2,2,479.0,1,152000,1,1.0,0,1,0,0,0,0,0,0,0,0
194,5,1969,0.0,0.0,368.0,3,0.0,1248.0,2634,2,2,968.0,1,200000,1,0.0,0,1,0,0,0,0,0,0,0,0
195,8,2005,1.0,0.0,198.0,3,1.0,1570.0,1590,2,4,754.0,1,294900,1,1.0,0,1,0,0,0,0,0,0,0,0
196,7,2008,0.0,0.0,140.0,3,0.0,1450.0,1450,2,3,788.0,1,224243,1,1.0,0,1,0,0,0,0,0,0,0,0
197,6,1915,0.0,0.0,0.0,2,0.0,832.0,1338,2,2,528.0,0,92000,1,0.0,0,1,0,0,0,1,0,0,0,0
198,7,2007,1.0,0.0,0.0,3,0.0,728.0,1456,2,3,400.0,1,179540,1,1.0,0,1,0,0,0,0,0,0,0,0
199,10,2003,1.0,0.0,922.0,3,1.0,2392.0,2392,2,4,968.0,1,386250,1,1.0,0,1,0,0,0,0,0,0,1,0
200,4,1970,0.0,0.0,0.0,3,0.0,530.0,992,1,2,297.0,1,106500,1,1.0,0,0,1,0,0,0,0,0,0,0
201,10,2008,0.0,0.0,160.0,3,0.0,1017.0,2007,2,4,812.0,1,310000,1,1.0,0,0,0,1,0,0,0,0,0,0
202,7,1998,0.0,0.0,275.0,3,0.0,1066.0,2385,2,3,600.0,1,252000,1,1.0,0,1,0,0,0,0,0,1,0,0
203,7,1941,0.0,0.0,0.0,4,0.0,918.0,1646,2,2,240.0,1,164000,1,0.0,0,1,0,0,0,0,0,0,0,0
204,7,2007,0.0,0.0,16.0,3,0.0,728.0,1456,2,3,400.0,1,177594,1,1.0,0,1,0,0,0,0,0,0,0,0
205,5,1936,0.0,0.0,0.0,3,0.0,528.0,1040,1,2,624.0,0,123900,1,0.0,0,0,1,0,0,0,0,0,0,0
206,6,1918,1.0,0.0,0.0,3,0.0,1370.0,2624,2,2,864.0,0,239000,1,0.0,0,1,0,0,0,0,0,0,0,0
207,5,1965,1.0,0.0,0.0,3,0.0,1068.0,1264,1,2,528.0,1,169000,1,1.0,0,1,0,0,0,1,0,0,0,0
208,7,2003,0.0,0.0,18.0,3,1.0,1374.0,1557,2,3,420.0,1,234000,1,1.0,0,1,0,0,0,0,0,0,0,0
209,6,1977,0.0,0.0,0.0,3,0.0,957.0,1287,1,2,541.0,1,173000,1,1.0,0,1,0,0,0,1,0,0,0,0
210,6,1970,0.0,0.0,180.0,3,0.0,1004.0,1004,1,2,480.0,1,149000,1,1.0,0,1,0,0,0,0,1,0,0,0
211,7,2007,0.0,0.0,0.0,3,0.0,1162.0,1162,2,3,483.0,1,170000,1,1.0,0,1,0,0,0,0,0,0,0,0
212,7,2008,0.0,0.0,0.0,3,0.0,1436.0,1436,2,3,529.0,1,225000,1,1.0,0,0,0,1,0,0,0,0,0,0
213,5,1963,0.0,0.0,0.0,4,0.0,960.0,960,1,3,300.0,1,144900,1,1.0,0,1,0,0,0,0,0,0,0,0
214,5,1968,0.0,0.0,0.0,3,1.0,1196.0,1196,1,2,336.0,1,144000,1,1.0,0,1,0,0,0,0,1,0,0,0
215,8,2004,0.0,0.0,16.0,3,0.0,1256.0,1269,2,3,430.0,1,192000,1,1.0,0,1,0,0,0,0,0,0,0,0
216,5,1952,1.0,0.0,0.0,3,0.0,1031.0,1031,1,3,230.0,1,145500,1,1.0,0,1,0,0,0,0,0,0,0,0
217,4,1900,0.0,0.0,0.0,4,0.0,448.0,720,1,1,280.0,1,86900,1,1.0,0,1,0,0,0,0,0,0,0,0
218,6,1953,1.0,0.0,90.0,3,0.0,1505.0,1505,1,2,505.0,1,149500,1,1.0,0,1,0,0,0,0,0,0,0,0
219,5,1938,0.0,0.0,0.0,4,0.0,920.0,954,1,1,240.0,1,119750,1,0.0,0,1,0,0,0,1,0,0,0,0
220,6,2005,0.0,0.0,0.0,3,0.0,750.0,1500,2,3,564.0,1,173900,1,1.0,0,1,0,0,0,0,0,0,0,0
221,5,1961,1.0,0.0,0.0,3,0.0,1050.0,1050,1,2,368.0,1,136500,1,1.0,0,1,0,0,0,0,0,0,0,0
222,8,1994,0.0,0.0,0.0,3,0.0,2062.0,2687,2,3,618.0,1,270000,1,1.0,0,1,0,0,0,0,0,0,0,0
223,6,1960,0.0,0.0,0.0,3,1.0,1602.0,1252,1,2,564.0,1,235000,1,1.0,0,1,0,0,0,0,0,0,0,0
224,7,1999,0.0,0.0,0.0,3,0.0,384.0,1430,2,2,400.0,1,156000,1,1.0,0,1,0,0,0,0,0,0,0,0
225,5,2003,0.0,0.0,0.0,3,0.0,1114.0,1114,2,3,576.0,1,153000,1,0.0,0,1,0,0,0,0,0,0,0,0
226,6,1999,1.0,0.0,425.0,3,0.0,1224.0,1224,2,2,402.0,1,165000,1,1.0,0,0,1,0,0,0,0,0,0,0
227,9,2005,1.0,0.0,245.0,3,0.0,1122.0,2504,2,4,656.0,1,325000,1,1.0,0,1,0,0,0,0,0,0,0,0
228,5,1941,0.0,0.0,0.0,3,0.0,728.0,1355,2,2,528.0,1,140000,1,0.0,0,1,0,0,0,0,0,0,0,0
229,6,1963,0.0,0.0,234.0,3,0.0,741.0,2294,3,2,658.0,1,202500,1,1.0,0,0,1,0,0,0,0,0,0,0
230,9,2008,1.0,0.0,766.0,3,0.0,1702.0,1702,1,4,1052.0,1,367294,1,1.0,0,1,0,0,0,0,0,0,1,0
231,6,1988,0.0,0.0,219.0,3,0.0,1461.0,1509,2,3,600.0,1,175000,1,1.0,0,1,0,0,0,0,0,0,0,0
232,7,1915,0.0,0.0,0.0,3,0.0,756.0,1717,1,3,642.0,1,140000,1,0.0,0,1,0,0,0,0,0,0,0,0
233,7,1985,0.0,0.0,0.0,3,0.0,1265.0,1240,2,3,528.0,1,174000,1,1.0,0,1,0,0,0,0,1,0,0,0
234,7,2005,0.0,0.0,182.0,3,1.0,856.0,1166,2,3,400.0,1,190000,1,1.0,0,1,0,0,0,0,0,0,0,0
235,5,1910,0.0,0.0,0.0,3,0.0,504.0,1464,2,2,0.0,0,129000,1,0.0,0,0,1,0,0,0,0,0,0,0
236,6,1959,0.0,0.0,136.0,4,0.0,1592.0,1652,1,3,510.0,1,200000,1,1.0,0,1,0,0,0,0,0,0,0,0
237,6,1968,0.0,0.0,576.0,4,0.0,896.0,2142,2,3,509.0,1,193500,1,1.0,0,1,0,0,0,0,0,0,0,0
238,6,1964,1.0,0.0,260.0,3,0.0,1092.0,1092,1,2,504.0,1,145000,1,1.0,0,1,0,0,0,0,0,0,0,0
239,7,1929,0.0,0.0,270.0,4,0.0,1022.0,1671,2,2,451.0,1,218000,1,0.0,0,1,0,0,0,0,0,0,0,0
240,5,1952,0.0,0.0,232.0,3,0.0,0.0,1488,1,2,569.0,1,135000,0,1.0,0,1,0,0,0,0,0,0,0,0
241,5,1952,0.0,0.0,150.0,4,0.0,1444.0,1624,1,2,240.0,1,146500,1,1.0,0,1,0,0,0,0,0,0,0,0
242,6,2005,0.0,0.0,256.0,3,0.0,1362.0,1362,2,3,460.0,1,194700,1,1.0,0,1,0,0,0,0,0,0,1,0
243,7,2007,0.0,0.0,210.0,3,0.0,1218.0,1218,2,3,462.0,1,230348,1,1.0,0,0,0,1,0,0,0,0,0,0
244,6,1923,0.0,0.0,0.0,3,0.0,1124.0,1068,1,2,288.0,1,109500,1,0.0,0,0,1,0,0,0,0,0,0,0
245,6,1979,0.0,0.0,0.0,3,1.0,1625.0,1625,2,1,576.0,1,242500,1,1.0,0,1,0,0,0,0,0,0,0,0
246,7,1987,0.0,0.0,0.0,4,0.0,1064.0,1767,2,3,504.0,1,239000,1,1.0,0,1,0,0,0,0,0,0,0,0
247,6,1954,1.0,0.0,176.0,4,0.0,1050.0,1050,1,3,286.0,1,156000,1,1.0,0,1,0,0,0,0,0,0,0,0
248,4,1957,1.0,0.0,0.0,3,0.0,907.0,907,1,2,352.0,1,109008,1,0.0,0,1,0,0,0,0,0,0,0,0
249,2,1939,0.0,0.0,0.0,3,0.0,0.0,845,1,2,256.0,0,68104,0,0.0,0,0,1,0,0,0,0,0,0,0
250,8,1995,0.0,0.0,466.0,3,0.0,1242.0,2501,2,3,751.0,1,290000,1,1.0,0,1,0,0,0,0,1,1,0,0
251,5,1966,1.0,0.0,0.0,3,0.0,1209.0,1209,1,2,504.0,1,159000,1,1.0,0,1,0,0,0,0,0,0,0,0
252,4,1937,0.0,0.0,0.0,3,0.0,348.0,906,1,2,231.0,1,87000,1,0.0,0,1,0,0,0,1,0,0,0,0
253,8,2001,0.0,0.0,479.0,3,0.0,1581.0,1601,2,3,670.0,1,272000,1,1.0,0,1,0,0,0,0,0,0,0,0
254,7,2005,0.0,0.0,0.0,3,0.0,1336.0,1336,2,3,502.0,1,198000,1,1.0,0,1,0,0,0,0,0,0,0,0
255,4,1940,0.0,0.0,0.0,4,0.0,801.0,1656,2,2,440.0,1,119164,1,0.0,0,0,1,0,0,0,0,0,0,0
256,5,1954,0.0,0.0,0.0,3,0.0,0.0,1124,1,2,0.0,0,93000,0,0.0,0,1,0,0,0,0,0,0,0,0
257,7,2000,0.0,0.0,647.0,3,0.0,982.0,1892,2,2,431.0,1,226750,1,1.0,0,1,0,0,0,0,0,0,0,0
258,3,1900,0.0,0.0,0.0,3,0.0,978.0,1699,2,2,420.0,1,95000,1,0.0,0,1,0,0,0,1,0,0,0,0
259,6,1948,0.0,0.0,0.0,3,0.0,780.0,1416,1,2,312.0,0,139900,1,0.0,0,0,1,0,0,0,0,0,0,0
260,3,1940,0.0,0.0,0.0,1,0.0,728.0,1306,1,1,0.0,1,76500,1,0.0,0,1,0,0,0,0,0,0,0,0
261,4,1940,0.0,0.0,0.0,3,0.0,672.0,672,1,2,308.0,0,86900,1,0.0,0,1,0,0,0,0,0,0,0,0
262,5,1968,0.0,0.0,0.0,4,0.0,1113.0,1160,1,3,257.0,1,152500,1,1.0,0,1,0,0,0,0,0,0,0,0
263,4,1953,0.0,0.0,115.0,3,0.0,911.0,930,1,2,286.0,1,99000,1,1.0,0,1,0,0,0,1,0,0,0,0
264,4,1940,1.0,0.0,0.0,3,0.0,420.0,708,1,1,0.0,1,82500,1,0.0,0,1,0,0,1,0,0,0,0,0
265,6,1992,0.0,0.0,0.0,3,0.0,1575.0,1575,2,3,529.0,1,179200,1,1.0,0,1,0,0,0,0,0,0,0,0
266,5,1966,0.0,0.0,0.0,3,0.0,1059.0,1059,1,2,286.0,1,142500,1,1.0,0,1,0,0,0,0,0,0,0,0
267,4,1964,0.0,0.0,0.0,3,0.0,1005.0,1005,1,2,440.0,0,115400,1,0.0,0,1,0,0,0,0,0,0,0,0
268,7,2001,0.0,0.0,0.0,3,0.0,1057.0,1929,2,3,650.0,1,226000,1,1.0,0,0,0,1,0,0,0,0,0,0
269,7,2005,0.0,0.0,0.0,3,0.0,600.0,1200,2,3,480.0,1,144152,1,0.0,0,0,0,1,0,0,0,0,0,0
270,8,2003,0.0,0.0,221.0,3,1.0,1765.0,2690,2,3,795.0,1,370000,1,1.0,0,1,0,0,0,0,0,0,1,0
271,5,1984,0.0,0.0,0.0,3,0.0,833.0,833,1,3,495.0,1,149900,1,1.0,0,1,0,0,0,0,0,0,0,0
272,6,2006,0.0,0.0,0.0,3,0.0,728.0,1456,2,2,429.0,1,172785,1,1.0,0,1,0,0,0,0,0,0,0,0
273,5,1950,0.0,0.0,0.0,3,0.0,864.0,864,1,3,720.0,1,129000,1,0.0,0,1,0,0,0,0,0,0,0,0
274,6,1979,0.0,0.0,0.0,4,0.0,1362.0,1586,2,2,435.0,1,181000,1,1.0,0,1,0,0,0,0,1,0,0,0
275,5,1956,1.0,0.0,272.0,3,0.0,1058.0,1370,1,2,300.0,1,148000,1,0.0,0,1,0,0,0,0,0,0,0,0
276,6,2002,0.0,0.0,0.0,3,0.0,914.0,914,1,3,0.0,0,117250,1,0.0,0,1,0,0,0,0,0,0,0,0
277,7,2005,0.0,0.0,16.0,3,0.0,1373.0,1555,2,3,430.0,1,192500,1,1.0,0,1,0,0,0,0,0,0,0,0
278,6,1980,0.0,0.0,0.0,4,0.0,716.0,1556,2,2,452.0,1,151000,1,1.0,0,0,1,0,0,0,0,0,0,0
279,5,1972,0.0,0.0,0.0,3,0.0,882.0,882,1,2,461.0,1,112500,1,0.0,0,1,0,0,0,0,0,0,0,0
280,5,1920,0.0,0.0,0.0,2,0.0,915.0,1167,1,2,495.0,1,144000,1,0.0,0,1,0,0,0,0,0,0,0,0
281,9,2007,1.0,0.0,714.0,3,0.0,1800.0,1800,2,4,944.0,1,370967,1,1.0,0,1,0,0,0,0,0,0,1,0
282,6,1975,0.0,0.0,0.0,3,0.0,855.0,1456,2,3,440.0,1,149900,1,1.0,0,1,0,0,0,0,0,0,0,0
283,7,2002,0.0,0.0,95.0,3,0.0,831.0,1660,2,3,493.0,1,195000,1,1.0,0,1,0,0,0,0,0,0,0,0
284,7,1992,0.0,0.0,170.0,3,0.0,384.0,1482,2,3,392.0,1,163900,1,1.0,0,1,0,0,0,0,0,0,0,0
285,6,1984,1.0,0.0,136.0,3,0.0,1190.0,1522,2,2,552.0,1,182000,1,1.0,0,1,0,0,0,0,0,0,0,0
286,9,2008,0.0,0.0,246.0,3,1.0,2190.0,2036,2,4,780.0,1,410000,1,1.0,0,1,0,0,1,0,0,0,0,0
287,5,1991,0.0,0.0,0.0,3,0.0,1582.0,1595,2,2,672.0,1,152000,1,0.0,0,1,0,0,0,0,0,0,0,0
288,7,2005,0.0,0.0,172.0,3,0.0,891.0,1686,2,3,462.0,1,184000,1,1.0,0,1,0,0,0,0,0,0,0,0
289,7,1997,0.0,0.0,200.0,4,1.0,1344.0,1344,2,2,784.0,1,206300,1,1.0,0,0,1,0,0,0,0,0,0,0
290,5,1970,0.0,0.0,0.0,3,0.0,1652.0,1652,2,2,928.0,1,146500,1,0.0,0,1,0,0,0,0,0,0,0,0
291,4,1956,0.0,0.0,0.0,3,0.0,832.0,1337,1,2,263.0,1,108000,1,1.0,0,1,0,0,0,0,0,0,0,0
292,7,1968,0.0,0.0,143.0,3,0.0,570.0,1920,3,3,487.0,1,170000,1,1.0,0,1,0,0,0,0,0,0,0,0
293,6,2004,0.0,0.0,205.0,3,0.0,848.0,848,1,3,420.0,1,145000,1,1.0,0,0,1,0,0,0,0,0,0,0
294,7,1975,0.0,0.0,0.0,3,0.0,1057.0,1055,2,2,440.0,1,123000,1,1.0,0,1,0,0,0,0,0,0,0,0
295,6,1996,0.0,0.0,0.0,3,0.0,1291.0,1291,1,3,431.0,1,173000,1,1.0,0,1,0,0,1,0,0,0,0,0
296,6,1928,0.0,0.0,0.0,4,0.0,624.0,720,1,2,484.0,1,105900,1,0.0,0,0,1,0,0,0,0,0,0,0
297,4,1973,0.0,0.0,0.0,3,1.0,462.0,988,1,2,297.0,1,91000,1,1.0,0,0,1,0,0,0,0,0,0,0
298,5,1949,0.0,0.0,0.0,3,0.0,1067.0,1523,2,1,295.0,1,158000,1,1.0,0,1,0,0,0,1,0,0,0,0
299,7,2004,0.0,0.0,0.0,3,0.0,864.0,1728,2,3,572.0,1,190000,1,1.0,0,1,0,0,0,0,0,0,0,0
300,8,1995,1.0,0.0,0.0,3,1.0,1230.0,1239,1,3,477.0,1,217500,1,1.0,0,1,0,0,0,0,1,0,0,0
301,5,1958,0.0,0.0,162.0,3,0.0,1151.0,1955,2,2,356.0,1,165500,1,1.0,0,0,1,0,0,0,0,0,0,0
302,7,1941,0.0,0.0,0.0,3,0.0,704.0,1564,1,1,234.0,1,174500,1,1.0,0,1,0,0,0,1,0,0,0,0
303,4,1954,0.0,0.0,0.0,3,0.0,416.0,1204,1,2,312.0,1,100000,1,0.0,0,1,0,0,0,1,0,0,0,0
304,6,1958,1.0,0.0,108.0,3,0.0,1329.0,1329,1,3,312.0,1,172000,1,1.0,0,1,0,0,0,0,0,0,0,0
305,5,1975,1.0,0.0,0.0,3,0.0,864.0,879,1,2,440.0,1,120000,1,1.0,0,1,0,0,0,0,0,0,0,0
306,4,1950,0.0,0.0,0.0,2,0.0,721.0,841,1,2,294.0,0,82000,1,0.0,0,0,1,0,0,0,0,0,0,0
307,6,1947,0.0,0.0,0.0,3,0.0,784.0,1312,1,2,649.0,1,127000,1,0.0,0,1,0,0,0,0,0,0,0,0
308,6,1917,0.0,0.0,0.0,3,0.0,735.0,2058,1,2,396.0,0,129500,1,0.0,0,0,1,0,0,0,0,0,0,0
309,8,1984,0.0,0.0,0.0,3,0.0,1220.0,1360,1,3,565.0,1,187500,1,1.0,0,1,0,0,0,0,1,0,0,0
310,8,2002,1.0,0.0,240.0,3,1.0,1778.0,1786,2,3,715.0,1,300000,1,1.0,0,1,0,0,0,0,1,0,0,0
311,6,1971,0.0,0.0,252.0,3,0.0,825.0,1993,2,2,495.0,1,190000,1,1.0,0,1,0,0,0,0,1,0,0,0
312,4,1920,0.0,0.0,0.0,2,0.0,951.0,1362,2,2,280.0,0,96000,1,0.0,0,1,0,0,0,0,0,0,0,0
313,7,2006,0.0,0.0,100.0,3,0.0,1092.0,1550,2,3,438.0,1,241000,1,1.0,0,0,0,1,0,0,0,0,0,0
314,5,1962,0.0,0.0,0.0,4,0.0,1140.0,1696,1,2,349.0,1,143900,1,1.0,0,1,0,0,0,0,1,0,0,0
315,4,1970,0.0,0.0,0.0,3,0.0,546.0,1092,1,2,286.0,1,87550,1,0.0,0,0,1,0,0,0,0,0,0,0
316,9,2005,1.0,0.0,412.0,3,0.0,1752.0,1752,2,4,576.0,1,319900,1,1.0,0,1,0,0,0,0,0,0,1,0
317,9,2006,1.0,0.0,184.0,3,1.0,1094.0,2473,2,3,675.0,1,356383,1,1.0,0,1,0,0,1,0,1,0,0,0
318,9,2007,0.0,0.0,0.0,3,0.0,1800.0,1800,2,4,702.0,1,239000,1,1.0,0,1,0,0,0,0,0,0,0,0
319,7,1993,1.0,1.0,320.0,3,0.0,1080.0,2197,2,3,783.0,1,287500,1,1.0,0,1,0,0,0,0,0,1,0,0
320,5,1941,0.0,0.0,0.0,3,0.0,720.0,1382,1,2,660.0,1,128500,1,0.0,0,0,1,0,0,0,0,0,0,0
321,7,2004,0.0,0.0,0.0,3,0.0,847.0,1733,2,3,433.0,1,185088,1,1.0,0,1,0,0,0,0,0,0,0,0
322,7,2008,1.0,0.0,0.0,3,0.0,1402.0,1402,2,3,625.0,1,229800,1,1.0,0,0,0,1,0,0,0,0,0,0
323,5,1984,0.0,0.0,0.0,3,0.0,864.0,887,1,2,288.0,1,124500,1,1.0,0,1,0,0,0,0,0,0,0,0
324,5,1968,0.0,0.0,0.0,3,0.0,1051.0,1051,1,2,504.0,1,142000,1,1.0,0,1,0,0,0,0,0,0,0,0
325,6,1920,0.0,0.0,0.0,3,0.0,755.0,1510,1,2,216.0,1,149000,1,0.0,0,1,0,0,1,0,0,0,0,0
326,5,1973,0.0,0.0,564.0,3,0.0,1656.0,1656,2,2,506.0,1,135000,1,0.0,0,1,0,0,0,0,0,0,0,0
327,6,1976,0.0,0.0,0.0,3,0.0,1078.0,958,2,2,440.0,1,128000,1,1.0,0,1,0,0,0,0,0,0,0,0
328,8,1992,1.0,0.0,0.0,3,0.0,3200.0,3228,3,3,546.0,1,430000,1,1.0,0,1,0,0,0,0,0,1,0,0
329,5,1968,0.0,0.0,0.0,3,0.0,1040.0,1040,1,2,686.0,1,145000,1,0.0,0,1,0,0,0,0,0,0,0,0
330,5,1910,0.0,0.0,0.0,3,0.0,661.0,1250,2,2,552.0,1,139000,1,0.0,0,1,0,0,0,0,0,0,0,0
331,6,1984,1.0,0.0,74.0,3,0.0,585.0,1868,3,2,477.0,1,178000,1,1.0,0,1,0,0,0,0,0,0,0,0
332,10,2005,1.0,0.0,468.0,3,1.0,1620.0,2790,2,4,1150.0,1,460000,1,1.0,1,1,0,0,0,0,0,0,1,0
333,6,1916,0.0,0.0,0.0,3,0.0,844.0,2134,2,3,441.0,1,214500,1,0.0,1,1,0,0,0,1,0,0,0,0
334,5,1916,0.0,0.0,0.0,3,0.0,686.0,1928,2,2,0.0,0,160000,1,0.0,0,0,1,0,0,0,0,0,0,0
335,7,1999,0.0,0.0,298.0,3,0.0,992.0,2060,2,3,390.0,1,214000,1,1.0,0,1,0,0,0,0,0,0,0,0
336,6,1935,0.0,0.0,0.0,3,0.0,901.0,1378,1,3,162.0,0,128900,1,0.0,0,0,1,0,0,0,0,0,0,0
337,4,1961,0.0,0.0,149.0,4,0.0,1249.0,1622,1,2,1356.0,1,168000,1,0.0,0,1,0,0,0,0,0,0,0,0
338,8,2007,1.0,0.0,0.0,3,0.0,955.0,1880,2,4,880.0,1,310013,1,1.0,0,0,0,1,0,0,0,0,0,0
339,8,1986,0.0,0.0,0.0,3,0.0,1074.0,1088,1,3,461.0,1,170000,1,1.0,0,1,0,0,0,0,0,0,0,0
340,5,1959,0.0,0.0,0.0,3,0.0,1040.0,1040,1,2,286.0,1,133700,1,1.0,0,1,0,0,0,0,0,0,0,0
341,6,1923,1.0,0.0,0.0,4,0.0,602.0,1502,1,3,180.0,1,165000,1,0.0,0,1,0,0,0,0,0,0,0,0
342,6,1971,0.0,0.0,604.0,3,0.0,483.0,987,1,2,264.0,1,89500,1,0.0,0,0,1,0,0,0,0,0,0,1
343,6,1958,1.0,0.0,105.0,2,1.0,588.0,1095,1,2,264.0,1,140000,1,1.0,0,1,0,0,0,0,0,0,0,0
344,7,2004,0.0,0.0,50.0,3,0.0,970.0,1709,2,3,380.0,1,134000,1,0.0,0,0,1,0,0,0,0,0,0,0
345,6,1992,0.0,0.0,0.0,3,0.0,836.0,1731,2,3,462.0,1,248500,1,1.0,0,1,0,0,0,0,0,0,0,0
346,4,1965,0.0,0.0,0.0,4,0.0,648.0,960,0,2,364.0,1,145000,1,1.0,0,1,0,0,0,0,1,0,0,0
347,6,1975,0.0,0.0,0.0,3,0.0,713.0,1552,2,2,434.0,1,179900,1,1.0,0,1,0,0,0,0,0,0,0,0
348,8,2006,0.0,0.0,428.0,3,0.0,1795.0,1795,2,3,895.0,1,147000,1,1.0,0,1,0,0,0,0,0,0,0,0
349,5,1991,0.0,0.0,0.0,3,0.0,624.0,1274,1,2,576.0,1,136000,1,0.0,0,1,0,0,0,0,0,0,0,0
350,6,1940,0.0,0.0,0.0,4,0.0,572.0,1196,1,2,576.0,1,128000,1,0.0,0,0,1,0,0,0,0,0,0,0
351,4,1946,0.0,0.0,0.0,4,0.0,560.0,704,1,1,220.0,1,88750,1,0.0,0,1,0,0,0,0,0,0,0,0
352,5,1955,0.0,0.0,0.0,4,0.0,972.0,972,1,2,305.0,1,122500,1,1.0,0,1,0,0,0,0,0,0,0,0
353,6,1948,0.0,0.0,0.0,3,0.0,912.0,1458,1,2,330.0,1,97500,1,1.0,0,1,0,0,0,0,0,0,0,0
354,6,1963,1.0,0.0,332.0,3,0.0,1008.0,1008,1,2,430.0,1,135000,1,1.0,0,1,0,0,0,0,0,0,0,0
355,9,2007,1.0,0.0,452.0,3,0.0,1822.0,1828,2,3,774.0,1,314813,1,1.0,0,1,0,0,0,0,0,0,1,0
356,3,1915,1.0,0.0,0.0,2,0.0,1013.0,1526,1,1,0.0,0,85000,1,0.0,0,0,0,0,0,0,0,0,0,0
357,6,1937,0.0,0.0,0.0,3,0.0,698.0,1176,1,2,624.0,0,134900,1,0.0,0,0,1,0,0,0,0,0,0,0
358,5,1955,1.0,0.0,164.0,3,0.0,1057.0,1057,1,3,288.0,1,137000,1,1.0,0,1,0,0,0,0,0,0,0,0
359,8,1995,1.0,0.0,660.0,4,1.0,2109.0,2113,2,3,839.0,1,350000,1,1.0,0,1,0,0,0,0,0,1,0,0
360,5,1967,1.0,0.0,0.0,3,0.0,943.0,1387,1,2,300.0,1,145000,1,1.0,0,1,0,0,0,0,0,0,0,0
361,9,2005,0.0,0.0,365.0,3,1.0,1704.0,2758,2,4,814.0,1,418000,1,1.0,0,1,0,0,0,0,1,0,1,0
362,3,1920,0.0,0.0,0.0,3,0.0,798.0,840,1,1,250.0,0,64000,1,0.0,0,0,1,0,0,0,0,0,0,0
363,5,1932,0.0,0.0,0.0,3,0.0,793.0,1520,1,2,281.0,1,159434,1,0.0,0,0,1,0,0,1,0,0,0,0
364,8,2007,0.0,0.0,164.0,3,0.0,1542.0,1542,2,3,852.0,1,260261,1,1.0,0,1,0,0,0,0,0,0,0,0
365,5,1952,0.0,0.0,0.0,2,0.0,910.0,1385,2,2,720.0,1,166000,1,0.0,0,1,0,0,0,0,0,0,0,0
366,5,1962,0.0,0.0,0.0,3,0.0,896.0,936,1,2,288.0,1,130000,1,1.0,0,1,0,0,0,0,0,0,0,0
367,5,1941,0.0,0.0,0.0,3,0.0,824.0,1288,1,2,240.0,1,112000,1,0.0,0,1,0,0,0,0,0,0,0,0
368,5,1963,1.0,0.0,148.0,4,0.0,1120.0,1128,2,2,525.0,1,155000,1,1.0,0,1,0,0,0,0,0,0,0,0
369,8,2009,0.0,0.0,84.0,3,0.0,774.0,1968,2,4,680.0,1,269500,1,1.0,0,1,0,0,0,0,0,0,0,0
370,6,1964,0.0,0.0,0.0,3,0.0,1246.0,1246,1,2,441.0,1,172000,1,1.0,0,1,0,0,0,0,0,0,0,0
371,7,1940,0.0,0.0,0.0,3,0.0,800.0,1740,1,2,240.0,1,219500,1,1.0,0,1,0,0,0,0,0,0,0,0
372,5,1963,0.0,0.0,0.0,3,0.0,925.0,925,1,2,484.0,1,133500,1,0.0,0,1,0,0,0,0,0,0,0,0
373,7,2000,0.0,0.0,0.0,3,0.0,384.0,1430,2,2,400.0,1,170000,1,1.0,0,1,0,0,0,0,0,0,0,0
374,8,1900,0.0,0.0,0.0,4,0.0,930.0,1566,2,3,288.0,1,150000,1,0.0,0,0,1,0,0,0,0,0,0,0
375,5,1953,1.0,0.0,0.0,3,0.0,984.0,950,1,2,400.0,1,130000,1,0.0,0,1,0,0,0,0,0,0,0,0
376,5,1959,0.0,0.0,128.0,4,0.0,1144.0,1144,1,2,796.0,1,143000,1,1.0,0,1,0,0,0,0,0,0,0,0
377,5,1961,0.0,0.0,0.0,4,0.0,1114.0,1114,1,2,451.0,1,140000,1,1.0,0,1,0,0,0,0,0,0,0,0
378,7,1973,0.0,0.0,1115.0,4,1.0,2223.0,2223,2,2,516.0,1,244000,1,1.0,0,1,0,0,0,0,0,0,0,0
379,5,1920,0.0,0.0,0.0,3,0.0,530.0,1111,1,1,288.0,0,101000,1,0.0,0,0,1,0,0,0,0,0,0,0
380,5,1958,1.0,0.0,0.0,3,0.0,960.0,960,1,2,624.0,1,125000,1,0.0,0,0,1,0,0,0,0,0,0,0
381,6,1998,0.0,0.0,0.0,3,0.0,932.0,1633,2,2,460.0,1,183000,1,1.0,0,1,0,0,0,0,0,0,0,0
382,6,1912,0.0,0.0,0.0,3,0.0,755.0,2229,1,2,0.0,1,104000,1,0.0,0,0,1,0,0,0,0,0,0,0
383,6,1954,0.0,0.0,0.0,3,0.0,936.0,984,1,2,280.0,1,112500,1,0.0,0,1,0,0,0,0,0,0,0,0
384,6,1980,0.0,0.0,157.0,4,0.0,1686.0,1686,2,2,612.0,1,207500,1,1.0,0,1,0,0,0,0,0,0,0,0
385,7,2005,0.0,0.0,140.0,3,1.0,1614.0,1614,2,3,576.0,1,225000,1,1.0,0,1,0,0,0,0,0,0,0,0
